model_condition,stratum,level,metric,n,mean,std,median,min,p10,p25,p75,p90,p95,max,positive,zero,negative,trimmed_mean_10pct,trimmed_mean_20pct,mean_drop_largest_1,mean_drop_largest_abs_1,mean_drop_largest_2,mean_drop_largest_abs_2,mean_drop_largest_5,mean_drop_largest_abs_5
deepseek_formal,event_family,power_limit_derating,ED_avg_kw,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,power_limit_derating,ED_per_soc_gap,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,power_limit_derating,soc_direction_net_energy_kwh,12,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,power_limit_derating,terminal_alignment_kwh,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,power_limit_derating,alignment_total_violation_energy,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,reserve_commitment_update,ED_kwh,12,958.3333333333334,3319.7640478403478,0.0,0.0,0.0,0.0,0.0,0.0,5174.999999999992,11500.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,reserve_commitment_update,ED_avg_kw,12,41.666666666666664,144.33756729740645,0.0,0.0,0.0,0.0,0.0,0.0,224.99999999999966,500.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,reserve_commitment_update,ED_per_soc_gap,12,12.777777777777779,44.263520637871316,0.0,0.0,0.0,0.0,0.0,0.0,68.9999999999999,153.33333333333334,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,reserve_commitment_update,soc_direction_net_energy_kwh,12,479.1666666666667,1659.8820239201739,0.0,-0.0,0.0,0.0,0.0,0.0,2587.499999999996,5750.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,reserve_commitment_update,terminal_alignment_kwh,12,-430.2083333333333,1490.2853823457215,0.0,-5162.5,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,0.0,0.0,-469.3181818181818,0.0,-516.25,0.0,-737.5,0.0
deepseek_formal,event_family,reserve_commitment_update,alignment_total_violation_energy,12,-18736.71875,64905.89768425685,0.0,-224840.625,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,0.0,0.0,-20440.05681818182,0.0,-22484.0625,0.0,-32120.089285714286,0.0
deepseek_formal,difficulty,easy,ED_kwh,21,1161.9060357142857,3075.938066810274,0.0,0.0,0.0,0.0,0.0,5000.0,8125.0,11250.0,5,16,0,295.58980882352944,0.9615384615384612,657.5013375000001,657.5013375000001,264.4750921052632,264.4750921052632,0.0,0.0
deepseek_formal,difficulty,easy,ED_avg_kw,21,52.07398653085813,137.48743069872305,0.0,0.0,0.0,0.0,0.0,227.27272727272728,365.1685393258427,500.0,5,16,0,13.434422224833991,0.04226542688081148,29.677685857401023,29.677685857401023,12.020272516956727,12.020272516956727,0.0,0.0
deepseek_formal,difficulty,easy,ED_per_soc_gap,21,17.76985400793651,52.45946831633927,0.0,0.0,0.0,0.0,0.0,66.66666666666667,81.25,225.0,5,16,0,3.9362902450980397,0.009615384615384612,7.408346708333335,7.408346708333335,3.5219439035087725,3.5219439035087725,0.0,0.0
deepseek_formal,difficulty,easy,soc_direction_net_energy_kwh,21,-180.9515035357143,1620.4859954099084,0.0,-5625.0,0.0,0.0,0.0,6.249999999999998,6.2684257500000005,4062.5,3,16,2,0.3676470588235293,0.0,-393.12407871249997,91.2509212875,-414.14473684210526,-117.76218811842105,-492.1875,0.0
deepseek_formal,difficulty,easy,terminal_alignment_kwh,21,386.99183838345925,1387.6204598151949,0.0,-351.4802631578932,0.0,0.0,0.0,6.598342894737925,2544.0789473684226,5921.052631578953,4,16,1,0.7751347213624425,0.0,110.28879872368455,110.28879872368455,-17.80541962603851,-17.80541962603851,-21.967516447368325,0.0
deepseek_formal,difficulty,easy,alignment_total_violation_energy,21,14009.848057644107,54366.59212309323,0.0,0.0,0.0,0.0,0.0,19663.22368421036,25105.427631579012,249438.15789473688,3,18,0,1156.6602167182564,0.0,2238.4325657894688,2238.4325657894688,1034.906509695282,1034.906509695282,0.0,0.0
deepseek_formal,difficulty,hard,ED_kwh,18,1277.7777777777778,5421.151989096864,0.0,0.0,0.0,0.0,0.0,0.0,3449.9999999999673,23000.0,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,hard,ED_avg_kw,18,55.55555555555556,235.70226039551585,0.0,0.0,0.0,0.0,0.0,0.0,149.99999999999858,1000.0,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,hard,ED_per_soc_gap,18,17.037037037037038,72.28202652129154,0.0,0.0,0.0,0.0,0.0,0.0,45.99999999999957,306.6666666666667,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,hard,soc_direction_net_energy_kwh,18,639.0625,2710.5327666597263,0.0,-0.0,-0.0,0.0,-0.0,0.9375000000000021,1727.6562499999836,11500.0,2,16,0,0.19531249999999997,0.0,0.1838235294117647,0.1838235294117647,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,hard,terminal_alignment_kwh,18,49.63450292397705,209.76184515768773,0.0,0.0,0.0,0.0,0.0,0.9868421052633801,136.31578947368465,890.1315789473756,2,16,0,0.2055921052632037,0.0,0.19349845201242702,0.19349845201242702,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,hard,alignment_total_violation_energy,18,2635.6085526315824,11181.940080714323,0.0,0.0,0.0,0.0,0.0,0.0,7116.143092105205,47440.953947368485,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,medium,ED_kwh,21,1095.2380952380952,3459.1149432298707,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,11500.0,2,19,0,0.0,0.0,575.0,575.0,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,medium,ED_avg_kw,21,47.61904761904762,150.39630187955962,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,2,19,0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,medium,ED_per_soc_gap,21,18.253968253968257,58.912543916281805,0.0,0.0,0.0,0.0,0.0,0.0,153.33333333333334,230.0,2,19,0,0.0,0.0,7.666666666666667,7.666666666666667,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,medium,soc_direction_net_energy_kwh,21,547.6190476190476,1729.5574716149354,0.0,-0.0,0.0,0.0,0.0,0.0,5750.0,5750.0,2,19,0,0.0,0.0,287.5,287.5,0.0,0.0,0.0,0.0
deepseek_formal,difficulty,medium,terminal_alignment_kwh,21,-494.04761904761904,1560.381659280526,0.0,-5212.5,0.0,0.0,0.0,0.0,0.0,0.0,0,19,2,0.0,0.0,-518.75,-258.125,-546.0526315789474,0.0,-648.4375,0.0
deepseek_formal,difficulty,medium,alignment_total_violation_energy,21,-21516.964285714286,67958.3791195039,0.0,-227015.625,0.0,0.0,0.0,0.0,0.0,0.0,0,19,2,0.0,0.0,-22592.8125,-11242.03125,-23781.907894736843,0.0,-28241.015625,0.0
